doc_name,date,auteur,titre,fabula,gender,mort_auteur,canon
1844_Gay-Sophie_Ellenore_Volume-I,1844,sophie gay,ellenore,False,female,1852,non-canon
1844_Balzac-Honore-de_Le-Lys-dans-la-vallee,1844,honore de balzac,le lys dans la vallee,True,male,1850,canon
1844_Tavard-Eugene_Les-Effets-et-les-causes-histoire-lamentable-echafaudee-sur-une-queue-de-billard,1844,eugene tavard,les effets et les causes histoire lamentable echafaudee sur une queue de billard,False,male,1???,non-canon
1844_L-Ecuyer-Eugene_Un-episode-de-la-vie-d-un-faux-devot,1844,ecuyer eugene l,un episode de la vie d un faux devot,False,male,1898,non-canon
1844_Chateaubriand-François-Rene-de_Vie-de-Rance,1844,françois rene de chateaubriand,vie de rance,True,male,1848,canon
1845_Balzac-Honore-de_Une-passion-dans-le-desert,1845,honore de balzac,une passion dans le desert,True,male,1850,canon
1845_Karr-Alphonse_Voyage-autour-de-mon-jardin,1845,alphonse karr,voyage autour de mon jardin,False,male,1890,non-canon
1845_Sue-Eugene_La-coucaratcha_Tome-III,1845,eugene sue,la coucaratcha,True,male,1857,canon
1845_Balzac-Honore-de_El-Verdugo,1845,honore de balzac,el verdugo,True,male,1850,canon
1845_Feval-Paul_Les-Contes-de-nos-peres,1845,paul feval,les contes de nos peres,False,male,1887,non-canon
1845_Balzac-Honore-de_Jesus-Christ-en-Flandre,1845,honore de balzac,jesus christ en flandre,True,male,1850,canon
1845_Balzac-Honore-de_Maitre-Cornelius,1845,honore de balzac,maitre cornelius,True,male,1850,canon
1845_Dumas-Alexandre_La-Reine-Margot,1845,alexandre dumas,la reine margot,True,male,1870,canon
1845_Balzac-Honore-de_Le-Requisitionnaire,1845,honore de balzac,le requisitionnaire,True,male,1850,canon
1845_Balzac-Honore-de_Les-Marana,1845,honore de balzac,les marana,True,male,1850,canon
1845_Balzac-Honore-de_Le-Chef-d-oeuvre-inconnu,1845,honore de balzac,le chef d oeuvre inconnu,True,male,1850,canon
1845_Dumas-Alexandre_Le-batard-de-Mauleon_II,1845,alexandre dumas,le batard de mauleon,True,male,1870,canon
1845_Balzac-Honore-de_L-Elixir-de-longue-vie,1845,honore de balzac,l elixir de longue vie,True,male,1850,canon
1845_Sue-Eugene_Mathilde-memoires-d-une-jeune-femme,1845,eugene sue,mathilde memoires d une jeune femme,True,male,1857,canon
1845_Balzac-Honore-de_Un-debut-dans-la-vie,1845,honore de balzac,un debut dans la vie,True,male,1850,canon
1845_Balzac-Honore-de_Modeste-Mignon,1845,honore de balzac,modeste mignon,True,male,1850,canon
1845_Balzac-Honore-de_Gambara,1845,honore de balzac,gambara,True,male,1850,canon
1845_Balzac-Honore-de_Un-drame-au-bord-de-la-mer,1845,honore de balzac,un drame au bord de la mer,True,male,1850,canon
1845_Balzac-Honore-de_Sur-Catherine-de-Medicis,1845,honore de balzac,sur catherine de medicis,True,male,1850,canon
1845_Dumas-Alexandre_Le-batard-de-Mauleon_I,1845,alexandre dumas,le batard de mauleon,True,male,1870,canon
1845_Dumas-Alexandre_Le-batard-de-Mauleon_III,1845,alexandre dumas,le batard de mauleon,True,male,1870,canon
1845_Flaubert-Gustave_La-premiere-education-sentimentale,1845,gustave flaubert,la premiere education sentimentale,True,male,1880,canon
1845_Viel-Castel-Horace-de_Archambaud-de-Comborn,1845,castel horace de viel,archambaud de comborn,False,male,1864,non-canon
1845_Walsh-Joseph-Alexis_Les-Veillees-de-voyage,1845,joseph alexis walsh,les veillees de voyage,False,male,1860,non-canon
1845_Dumas-Alexandre_Le-Comte-de-Monte-Cristo,1845,alexandre dumas,le comte de monte cristo,True,male,1870,canon
1845_Balzac-Honore-de_La-Recherche-de-l-Absolu,1845,honore de balzac,la recherche de l absolu,True,male,1850,canon
1845_Sue-Eugene_La-coucaratcha_Tome-II,1845,eugene sue,la coucaratcha,True,male,1857,canon
1845_Sue-Eugene_La-coucaratcha_Tome-I,1845,eugene sue,la coucaratcha,True,male,1857,canon
1845_Sand-George_Le-meunier-d-Angibault,1845,george sand,le meunier d angibault,True,female,1876,canon
1845_Dumas-Alexandre_Vingt-ans-apres,1845,alexandre dumas,vingt ans apres,True,male,1870,canon
1845_Dumas-Alexandre_Les-freres-Corses,1845,alexandre dumas,les freres corses,True,male,1870,canon
1845_Dumas-Alexandre_Histoire-d-un-Casse-noisette,1845,alexandre dumas,histoire d un casse noisette,True,male,1870,canon
1845_Balzac-Honore-de_Adieu,1845,honore de balzac,adieu,True,male,1850,canon
1845_Balzac-Honore-de_Massimilla-Doni,1845,honore de balzac,massimilla doni,True,male,1850,canon
1845_Dumas-Alexandre_Une-fille-du-Regent,1845,alexandre dumas,une fille du regent,True,male,1870,canon
1845_Sue-Eugene_Le-juif-errant_tome-I,1845,eugene sue,le juif errant,True,male,1857,canon
1845_Balzac-Honore-de_L-Enfant-maudit,1845,honore de balzac,l enfant maudit,True,male,1850,canon
1845_Sue-Eugene_Paula-Monti-ou-L-Hotel-Lambert_Tome-I,1845,eugene sue,paula monti ou l hotel lambert,True,male,1857,canon
1845_Sue-Eugene_Le-juif-errant_tome-II,1845,eugene sue,le juif errant,True,male,1857,canon
1845_Sand-George_Teverino,1845,george sand,teverino,True,female,1876,canon
1845_Merimee-Prosper_Carmen,1845,prosper merimee,carmen,True,male,1870,canon
1845_Balzac-Honore-de_Melmoth-reconcilie,1845,honore de balzac,melmoth reconcilie,True,male,1850,canon
1845_Balzac-Honore-de_L-Auberge-rouge,1845,honore de balzac,l auberge rouge,True,male,1850,canon
1845_Balzac-Honore-de_Honorine,1845,honore de balzac,honorine,True,male,1850,canon
1845_Dumas-Alexandre_Le-Chevalier-de-Maison-Rouge,1845,alexandre dumas,le chevalier de maison rouge,True,male,1870,canon
1846_Balzac-Honore-de_Gobseck,1846,honore de balzac,gobseck,True,male,1850,canon
1846_Feval-Paul_La-Quittance-de-minuit_Tome-I-L-heritiere,1846,paul feval,la quittance de minuit,False,male,1887,non-canon
1846_Balzac-Honore-de_La-Grenadiere,1846,honore de balzac,la grenadiere,True,male,1850,canon
1846_Erckmann-Jules_Les-Disciples-d-Escobar,1846,jules erckmann,les disciples d escobar,False,male,1899,non-canon
1846_Reybaud-Louis_Jerome-Paturot-a-la-recherche-d-une-position-sociale_1,1846,louis reybaud,jerome paturot a la recherche d une position sociale,False,male,1879,non-canon
1846_Balzac-Honore-de_Physiologie-du-mariage,1846,honore de balzac,physiologie du mariage,True,male,1850,canon
1846_Balzac-Honore-de_Louis-Lambert,1846,honore de balzac,louis lambert,True,male,1850,canon
1846_Balzac-Honore-de_Les-Chouans-ou-La-Bretagne-en-1799,1846,honore de balzac,les chouans ou la bretagne en 1799,True,male,1850,canon
1846_Balzac-Honore-de_Esquisse-d’un-homme-d’affaires-d-apres-nature,1846,honore de balzac,esquisse d’un homme d’affaires d apres nature,True,male,1850,canon
1846_Musset-Paul-de_Monsieur-le-Vent-et-Madame-la-Pluie,1846,paul de musset,monsieur le vent et madame la pluie,False,male,1880,non-canon
1846_Balzac-Honore-de_Autre-etude-de-femme,1846,honore de balzac,autre etude de femme,True,male,1850,canon
1846_Feval-Paul_La-Quittance-de-minuit_Tome-II-La-Galerie-du-geant,1846,paul feval,la quittance de minuit,False,male,1887,non-canon
1846_Balzac-Honore-de_Le-Cure-de-village,1846,honore de balzac,le cure de village,True,male,1850,canon
1846_Balzac-Honore-de_L’Envers-de-l-histoire-contemporaine,1846,honore de balzac,l’envers de l histoire contemporaine,True,male,1850,canon
1846_Sand-George_Lucrezia-Floriani,1846,george sand,lucrezia floriani,True,female,1876,canon
1846_Balzac-Honore-de_Un-episode-sous-la-Terreur,1846,honore de balzac,un episode sous la terreur,True,male,1850,canon
1846_Balzac-Honore-de_La-Femme-abandonnee,1846,honore de balzac,la femme abandonnee,True,male,1850,canon
1846_Balzac-Honore-de_Seraphita,1846,honore de balzac,seraphita,True,male,1850,canon
1846_Balzac-Honore-de_Le-Message,1846,honore de balzac,le message,True,male,1850,canon
1846_Balzac-Honore-de_Le-Medecin-de-campagne,1846,honore de balzac,le medecin de campagne,True,male,1850,canon
1846_Balzac-Honore-de_Z-Marcas,1846,honore de balzac,z marcas,True,male,1850,canon
1846_Gay-Sophie_Ellenore_Volume-II,1846,sophie gay,ellenore,False,female,1852,non-canon
1846_Dumas-Alexandre_La-Dame-de-Monsoreau,1846,alexandre dumas,la dame de monsoreau,True,male,1870,canon
1846_Balzac-Honore-de_Un-prince-de-la-Boheme,1846,honore de balzac,un prince de la boheme,True,male,1850,canon
1846_Balzac-Honore-de_Gaudissart_II,1846,honore de balzac,gaudissart,True,male,1850,canon
1846_Dumas-Alexandre_Joseph-Balsamo-Memoires-d-un-medecin,1846,alexandre dumas,joseph balsamo memoires d un medecin,True,male,1870,canon
1846_Feval-Paul_Le-Fils-du-diable_Tome-I,1846,paul feval,le fils du diable,False,male,1887,non-canon
1846_Balzac-Honore-de_Une-tenebreuse-affaire,1846,honore de balzac,une tenebreuse affaire,True,male,1850,canon
1846_Mme-Tarbe-Des-Sablons_Isabelle,1846,tarbe des sablons mme,isabelle,False,female,1???,non-canon
1846_Balzac-Honore-de_Les-Proscrits,1846,honore de balzac,les proscrits,True,male,1850,canon
1846_Lacombe-Patrice_La-terre-paternelle,1846,patrice lacombe,la terre paternelle,False,male,1863,non-canon
1846_Sand-George_La-Mare-au-Diable,1846,george sand,la mare au diable,True,female,1876,canon
1846_Reybaud-Louis_Jerome-Paturot-a-la-recherche-d-une-position-sociale_2,1846,louis reybaud,jerome paturot a la recherche d une position sociale,False,male,1879,non-canon
1846_Balzac-Honore-de_Une-fille-d’Eve,1846,honore de balzac,une fille d’eve,True,male,1850,canon
1846_Balzac-Honore-de_Les-Employes,1846,honore de balzac,les employes,True,male,1850,canon
1846_Feval-Paul_Le-Fils-du-diable_Tome-II,1846,paul feval,le fils du diable,False,male,1887,non-canon
1847_Balzac-Honore-de_Le-Depute-d-Arcis,1847,honore de balzac,le depute d arcis,True,male,1850,canon
1847_Inconnu_La-bonne-mere,1847,inconnu,la bonne mere,False,,1???,non-canon
1847_Dash-comtesse-de_Keepsake-des-jeunes-personnes,1847,comtesse de dash,keepsake des jeunes personnes,False,female,1872,non-canon
1847_Sand-George_Simon,1847,george sand,simon,True,female,1876,canon
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-I,1847,eugene sue,martin l enfant trouve,True,male,1847,canon
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-III,1847,eugene sue,martin l enfant trouve,True,male,1847,canon
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-II,1847,eugene sue,martin l enfant trouve,True,male,1847,canon
1847_Sand-George_Le-peche-de-M-Antoine,1847,george sand,le peche de m antoine,True,female,1876,canon
1847_Achard-Amedee_Belle-Rose,1847,amedee achard,belle rose,False,male,1875,non-canon
1847_Collin-de-Plancy-Jacques_Legende-du-Juif-Errant,1847,de plancy jacques collin,legende du juif errant,False,male,1881,non-canon
1847_Dumas-Alexandre_Les-Quarante-cinq,1847,alexandre dumas,les quarante cinq,True,male,1870,canon
1847_Sandeau-Jules_Mademoiselle-de-la-Seigliere_Volume-1,1847,jules sandeau,mademoiselle de la seigliere,False,male,1847,non-canon
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-IV,1847,eugene sue,martin l enfant trouve,True,male,1847,canon
1847_Mme-Richomme-Fanny_Grain-de-sable-ou-le-Sorcier-d-Altenbourg,1847,richomme fanny mme,grain de sable ou le sorcier d altenbourg,False,female,1???,non-canon
1847_Sainte-Marie-Mme-de-Plagniol_Les-Bonnes-eleves,1847,marie mme de plagniol sainte,les bonnes eleves,False,female,1???,non-canon
1848_Balzac-Honore-de_Les-Parents-pauvres-Le-Cousin-Pons,1848,honore de balzac,les parents pauvres le cousin pons,True,male,1850,canon
1848_Woillez-Catherine_Edma-et-Marguerite-ou-les-Ruines-de-Chatillon-d-Azergues,1848,catherine woillez,edma et marguerite ou les ruines de chatillon d azergues,False,female,1859,non-canon
1848_Sue-Eugene_Le-morne-au-diable,1848,eugene sue,le morne au diable,True,male,1857,canon
1848_Sand-George_François-le-champi,1848,george sand,françois le champi,True,female,1876,canon
1848_Balzac-Honore-de_Les-Parents-pauvres-La-Cousine-Bette,1848,honore de balzac,les parents pauvres la cousine bette,True,male,1850,canon
1848_Musset-Paul-de_La-Chevre-Jaune,1848,paul de musset,la chevre jaune,False,male,1880,non-canon
1848_Dumas-Alexandre_La-dame-aux-camelias,1848,alexandre dumas,la dame aux camelias,True,male,1895,canon
1849_Chateaubriand-François-Rene-de_Memoires-d-Outre-Tombe_Tome-1,1849,françois rene de chateaubriand,memoires d outre tombe,True,male,1848,canon
1849_Dumas-Alexandre_Les-mille-et-un-fantomes,1849,alexandre dumas,les mille et un fantomes,True,male,1870,canon
1849_Sue-Eugene_Les-Mysteres-du-peuple_Tome-II,1849,eugene sue,les mysteres du peuple,True,male,1857,canon
1849_Dumas-Alexandre_Les-mariages-du-pere-Olifus,1849,alexandre dumas,les mariages du pere olifus,True,male,1870,canon
1849_Dumas-Alexandre_Le-Collier-de-la-reine,1849,alexandre dumas,le collier de la reine,True,male,1870,canon
1849_Sue-Eugene_Les-Mysteres-du-peuple_Tome-I,1849,eugene sue,les mysteres du peuple,True,male,1857,canon
1849_Chateaubriand-François-Rene-de_Memoires-d-Outre-Tombe_Tome-2,1849,françois rene de chateaubriand,memoires d outre tombe,True,male,1848,canon
1849_Berthoud-Henry_Les-Filleules-de-Rubens_Tome-I,1849,henry berthoud,les filleules de rubens,False,male,1891,non-canon
1849_Sand-George_La-petite-Fadette,1849,george sand,la petite fadette,True,female,1876,canon
1849_Chateaubriand-François-Rene-de_Memoires-d-Outre-Tombe_Tome-5,1849,françois rene de chateaubriand,memoires d outre tombe,True,male,1848,canon
1849_Chateaubriand-François-Rene-de_Memoires-d-Outre-Tombe_Tome-3,1849,françois rene de chateaubriand,memoires d outre tombe,True,male,1848,canon
1849_Chateaubriand-François-Rene-de_Memoires-d-Outre-Tombe_Tome-4,1849,françois rene de chateaubriand,memoires d outre tombe,True,male,1848,canon
1850_Dumas-Alexandre_La-femme-au-collier-de-velours,1850,alexandre dumas,la femme au collier de velours,True,male,1870,canon
1850_Dumas-Alexandre_Le-Vicomte-de-Bragelonne,1850,alexandre dumas,le vicomte de bragelonne,True,male,1870,canon
1850_Dumas-Alexandre_La-colombe,1850,alexandre dumas,la colombe,True,male,1870,canon
1850_Feval-Paul_Les-Belles-de-nuit-ou-Les-Anges-de-la-famille_Tome-II,1850,paul feval,les belles de nuit ou les anges de la famille,False,male,1887,non-canon
1850_Inconnu_Un-roman-sous-l-Empire,1850,inconnu,un roman sous l empire,False,,1???,non-canon
1850_Dumas-Alexandre_Dieu-dispose_II,1850,alexandre dumas,dieu dispose,True,male,1870,canon
1850_Lamartine-Alphonse-de_Genevieve--histoire-d-une-servante,1850,alphonse de lamartine,genevieve  histoire d une servante,True,male,1869,canon
1850_Bassanville-Anais-de_Le-Soir-et-le-matin-de-la-vie-ou-Conseils-aux-jeunes-filles,1850,anais de bassanville,le soir et le matin de la vie ou conseils aux jeunes filles,False,female,1884,non-canon
1850_Dumas-Alexandre_Le-Trou-de-l-Enfer,1850,alexandre dumas,le trou de l enfer,True,male,1870,canon
1850_Feval-Paul_La-fee-des-greves,1850,paul feval,la fee des greves,False,male,1887,non-canon
1850_Dumas-Alexandre_Dieu-dispose_I,1850,alexandre dumas,dieu dispose,True,male,1870,canon
1850_Dumas-Alexandre_La-Tulipe-noire,1850,alexandre dumas,la tulipe noire,True,male,1870,canon
1850_Feval-Paul_Les-Belles-de-nuit-ou-Les-Anges-de-la-famille_Tome-I,1850,paul feval,les belles de nuit ou les anges de la famille,False,male,1887,non-canon
1850_Sue-Eugene_Les-Mysteres-du-peuple_Tome-V,1850,eugene sue,les mysteres du peuple,True,male,1857,canon
1851_Sand-George_Le-chateau-des-Desertes,1851,george sand,le chateau des desertes,True,female,1876,canon
1851_Sue-Eugene_Les-Mysteres-du-peuple_Tome-VI,1851,eugene sue,les mysteres du peuple,True,male,1857,canon
1851_Goncourt-Edmond-de-Goncourt-Jules-de_En-18,1851,edmond de goncourt jules de goncourt,en 18,True,male,19896,canon
1851_Souvestre-Emile_Les-derniers-paysans_Tome-1,1851,emile souvestre,les derniers paysans,False,male,1854,non-canon
1851_Dumas-Alexandre_Olympe-de-Cleves_II,1851,alexandre dumas,olympe de cleves,True,male,1870,canon
1851_Ceard-Henry_Belle-journee,1851,henry ceard,belle journee,False,male,1924,non-canon
1851_Sand-George_Histoire-du-veritable-Gribouille,1851,george sand,histoire du veritable gribouille,True,female,1876,canon
1851_Souvestre-Emile_Les-derniers-paysans_Tome-2,1851,emile souvestre,les derniers paysans,False,male,1854,non-canon
1851_Souvestre-Emile_Un-philosophe-sous-les-toits,1851,emile souvestre,un philosophe sous les toits,False,male,1854,non-canon
1851_Dumas-Alexandre_Olympe-de-Cleves_III,1851,alexandre dumas,olympe de cleves,True,male,1870,canon
1851_Dumas-Alexandre_Olympe-de-Cleves_I,1851,alexandre dumas,olympe de cleves,True,male,1870,canon
1851_Dumas-Alexandre_Ange-Pitou,1851,alexandre dumas,ange pitou,True,male,1870,canon
1852_Carraud-Zulma-Tourangin-Mme_La-petite-Jeanne,1852,zulma tourangin mme carraud,la petite jeanne,False,female,1889,non-canon
1852_Ponson-du-Terrail-Pierre_La-Baronne-trepassee,1852,du terrail pierre ponson,la baronne trepassee,False,male,1871,non-canon
1852_Dumas-Alexandre_Conscience-l-innocent,1852,alexandre dumas,conscience l innocent,True,male,1870,canon
1852_Souvestre-Emile_Dans-la-prairie,1852,emile souvestre,dans la prairie,False,male,1854,non-canon
1852_Lamartine-Alphonse-de_Graziella,1852,alphonse de lamartine,graziella,True,male,1869,canon
1852_Dumas-Alexandre_La-comtesse-de-Charny,1852,alexandre dumas,la comtesse de charny,True,male,1870,canon
1852_Feval-Paul_La-Reine-des-Epees,1852,paul feval,la reine des epees,False,male,1887,non-canon
1852_Souvestre-Emile_Comtes,1852,emile souvestre,comtes,False,male,1854,non-canon
1852_Ponson-du-Terrail-Pierre_Les-Cavaliers-de-la-nuit,1852,du terrail pierre ponson,les cavaliers de la nuit,False,male,1871,non-canon
1853_Sand-George_Les-maitres-sonneurs,1853,george sand,les maitres sonneurs,True,female,1876,canon
1853_Champfleury_Les-aventures-de-mademoiselle-Mariette,1853,champfleury,les aventures de mademoiselle mariette,False,male,1889,non-canon
1853_Desnoiresterres-Gustave_Un-amour-en-diligence,1853,gustave desnoiresterres,un amour en diligence,False,male,1892,non-canon
1853_Dumas-Alexandre_Les-drames-de-la-mer,1853,alexandre dumas,les drames de la mer,True,male,1870,canon
1853_Karr-Alphonse_Les-Femmes,1853,alphonse karr,les femmes,False,male,1890,non-canon
1853_Sue-Eugene_Les-Mysteres-du-peuple_Tome-IX,1853,eugene sue,les mysteres du peuple,True,male,1857,canon
1853_Sand-George_La-fauvette-du-docteur,1853,george sand,la fauvette du docteur,True,female,1876,canon
1853_Chavannes-de-La-Giraudiere-Hippolyte-de_Les-Petits-voyageurs-en-Californie,1853,de la giraudiere hippolyte de chavannes,les petits voyageurs en californie,False,male,unknown,non-canon
1853_Gozlan-Leon_Les-Vendanges,1853,leon gozlan,les vendanges,False,male,1866,non-canon
1853_Poulain-Jules_Le-Dartmoor-ou-les-Deux-soeurs-scenes-de-la-vie-anglaise,1853,jules poulain,le dartmoor ou les deux soeurs scenes de la vie anglaise,False,male,1???,non-canon
1853_Chamfleury_Les-souffrances-du-professeur-Delteil,1853,chamfleury,les souffrances du professeur delteil,False,male,1889,non-canon
1853_Zaccone-Pierre_Eric-le-mendiant,1853,pierre zaccone,eric le mendiant,False,male,1895,non-canon
1853_Du-Camp-Maxime_Memoires-d'un-suicide,1853,camp maxime du,memoires d'un suicide,False,male,1894,non-canon
1854_Dumas-Alexandre_Les-Mohicans-de-Paris_1,1854,alexandre dumas,les mohicans de paris,True,male,1870,canon
